import time: self [us] | cumulative | imported package
import time:       563 |      10304 |                       torchvision.datasets.fakedata
import time:       702 |        702 |                       torchvision.datasets.fer2013
import time:       598 |        598 |                       torchvision.datasets.fgvc_aircraft
import time:      1000 |       1000 |                           _markupbase
import time:      1747 |       2746 |                         html.parser
import time:       620 |       3366 |                       torchvision.datasets.flickr
import time:       814 |        814 |                       torchvision.datasets.flowers102
import time:       584 |        584 |                       torchvision.datasets.food101
import time:       573 |        573 |                       torchvision.datasets.gtsrb
import time:       751 |        751 |                         torchvision.datasets.video_utils
import time:       619 |       1369 |                       torchvision.datasets.hmdb51
import time:       687 |        687 |                       torchvision.datasets.imagenet
import time:       610 |        610 |                       torchvision.datasets.imagenette
import time:      1075 |       1075 |                       torchvision.datasets.inaturalist
import time:       782 |        782 |                       torchvision.datasets.kinetics
import time:       672 |        672 |                       torchvision.datasets.kitti
import time:       797 |        797 |                       torchvision.datasets.lfw
import time:       628 |        628 |                       torchvision.datasets.lsun
import time:       870 |        870 |                       torchvision.datasets.mnist
import time:       623 |        623 |                       torchvision.datasets.moving_mnist
import time:       768 |        768 |                       torchvision.datasets.omniglot
import time:       647 |        647 |                       torchvision.datasets.oxford_iiit_pet
import time:       556 |        556 |                       torchvision.datasets.pcam
import time:       630 |        630 |                       torchvision.datasets.phototour
import time:       628 |        628 |                       torchvision.datasets.places365
import time:       540 |        540 |                       torchvision.datasets.rendered_sst2
import time:       541 |        541 |                       torchvision.datasets.sbd
import time:       505 |        505 |                       torchvision.datasets.sbu
import time:       508 |        508 |                       torchvision.datasets.semeion
import time:       524 |        524 |                       torchvision.datasets.stanford_cars
import time:       571 |        571 |                       torchvision.datasets.stl10
import time:       693 |        693 |                       torchvision.datasets.sun397
import time:       546 |        546 |                       torchvision.datasets.svhn
import time:       541 |        541 |                       torchvision.datasets.ucf101
import time:       522 |        522 |                       torchvision.datasets.usps
import time:       544 |        544 |                             xml
import time:       970 |       1514 |                           xml.etree
import time:       862 |        862 |                           xml.etree.ElementPath
import time:       747 |        747 |                             pyexpat
import time:       776 |       1522 |                           _elementtree
import time:      1297 |       5194 |                         xml.etree.ElementTree
import time:       316 |        316 |                           defusedxml
import time:        25 |        340 |                         defusedxml.ElementTree
import time:       639 |       6173 |                       torchvision.datasets.voc
import time:       686 |        686 |                       torchvision.datasets.widerface
import time:      1900 |      76587 |                     torchvision.datasets
import time:       580 |        580 |                         torchvision.transforms._presets
import time:      1193 |       1193 |                         torchvision.models._api
import time:       820 |        820 |                         torchvision.models._meta
import time:       575 |        575 |                           torchvision._utils
import time:       722 |       1297 |                         torchvision.models._utils
import time:       984 |       4873 |                       torchvision.models.alexnet
import time:       667 |        667 |                             torchvision.ops._register_onnx_ops
import time:       441 |        441 |                               torchvision.ops._box_convert
import time:       540 |        540 |                               torchvision.ops._utils
import time:       572 |       1551 |                             torchvision.ops.boxes
import time:       448 |        448 |                               torchvision.ops.diou_loss
import time:       474 |        921 |                             torchvision.ops.ciou_loss
import time:       580 |        580 |                             torchvision.ops.deform_conv
import time:       834 |        834 |                             torchvision.ops.drop_block
import time:       888 |        888 |                               torchvision.ops.misc
import time:       708 |       1596 |                             torchvision.ops.feature_pyramid_network
import time:       536 |        536 |                             torchvision.ops.focal_loss
import time:       460 |        460 |                             torchvision.ops.giou_loss
import time:       533 |        533 |                               torchvision.ops.roi_align
import time:       727 |       1260 |                             torchvision.ops.poolers
import time:       565 |        565 |                             torchvision.ops.ps_roi_align
import time:       515 |        515 |                             torchvision.ops.ps_roi_pool
import time:       611 |        611 |                             torchvision.ops.roi_pool
import time:       529 |        529 |                             torchvision.ops.stochastic_depth
import time:       845 |      11464 |                           torchvision.ops
import time:        33 |      11496 |                         torchvision.ops.misc
import time:      1336 |      12832 |                       torchvision.models.convnext
import time:      2240 |       2240 |                       torchvision.models.densenet
import time:      3441 |       3441 |                       torchvision.models.efficientnet
import time:      1357 |       1357 |                       torchvision.models.googlenet
import time:      1628 |       1628 |                       torchvision.models.inception
import time:      1543 |       1543 |                       torchvision.models.mnasnet
import time:       789 |        789 |                         torchvision.models.mobilenetv2
import time:      1087 |       1087 |                         torchvision.models.mobilenetv3
import time:       655 |       2530 |                       torchvision.models.mobilenet
import time:      2873 |       2873 |                       torchvision.models.regnet
import time:      2771 |       2771 |                       torchvision.models.resnet
import time:      1889 |       1889 |                       torchvision.models.shufflenetv2
import time:      1147 |       1147 |                       torchvision.models.squeezenet
import time:      1843 |       1843 |                       torchvision.models.vgg
import time:      2227 |       2227 |                       torchvision.models.vision_transformer
import time:      1910 |       1910 |                       torchvision.models.swin_transformer
import time:      1236 |       1236 |                       torchvision.models.maxvit
import time:       774 |        774 |                           torchvision.models.detection._utils
import time:       484 |        484 |                             torchvision.models.detection.image_list
import time:       814 |       1297 |                           torchvision.models.detection.anchor_utils
import time:       829 |        829 |                           torchvision.models.detection.backbone_utils
import time:       624 |        624 |                           torchvision.models.detection.generalized_rcnn
import time:       939 |        939 |                           torchvision.models.detection.roi_heads
import time:       811 |        811 |                           torchvision.models.detection.rpn
import time:       812 |        812 |                           torchvision.models.detection.transform
import time:      1654 |       7738 |                         torchvision.models.detection.faster_rcnn
import time:      1212 |       1212 |                         torchvision.models.detection.fcos
import time:      1158 |       1158 |                         torchvision.models.detection.keypoint_rcnn
import time:      1305 |       1305 |                         torchvision.models.detection.mask_rcnn
import time:      1257 |       1257 |                         torchvision.models.detection.retinanet
import time:      1030 |       1030 |                         torchvision.models.detection.ssd
import time:      1222 |       1222 |                         torchvision.models.detection.ssdlite
import time:       755 |      15673 |                       torchvision.models.detection
import time:       527 |        527 |                           torchvision.models.optical_flow._utils
import time:      1293 |       1819 |                         torchvision.models.optical_flow.raft
import time:       638 |       2457 |                       torchvision.models.optical_flow
import time:       534 |        534 |                           torchvision.models.quantization.utils
import time:      1034 |       1567 |                         torchvision.models.quantization.googlenet
import time:       966 |        966 |                         torchvision.models.quantization.inception
import time:       746 |        746 |                           torchvision.models.quantization.mobilenetv2
import time:       911 |        911 |                           torchvision.models.quantization.mobilenetv3
import time:       602 |       2258 |                         torchvision.models.quantization.mobilenet
import time:      2149 |       2149 |                         torchvision.models.quantization.resnet
import time:      1979 |       1979 |                         torchvision.models.quantization.shufflenetv2
import time:       707 |       9625 |                       torchvision.models.quantization
import time:       519 |        519 |                           torchvision.models.segmentation._utils
import time:      1096 |       1096 |                           torchvision.models.segmentation.fcn
import time:      1316 |       2930 |                         torchvision.models.segmentation.deeplabv3
import time:       895 |        895 |                         torchvision.models.segmentation.lraspp
import time:       745 |       4569 |                       torchvision.models.segmentation
import time:      1724 |       1724 |                         torchvision.models.video.mvit
import time:      1721 |       1721 |                         torchvision.models.video.resnet
import time:       898 |        898 |                         torchvision.models.video.s3d
import time:      1330 |       1330 |                         torchvision.models.video.swin_transformer
import time:       723 |       6394 |                       torchvision.models.video
import time:      1045 |      86093 |                     torchvision.models
import time:       620 |        620 |                     torchvision.version
import time:      1007 |     464469 |                   torchvision
import time:        19 |     464488 |                 torchvision.transforms
import time:      2535 |     471724 |               transformers.image_utils
import time:      1153 |     472877 |             transformers.image_transforms
import time:       858 |     473735 |           transformers.loss.loss_for_object_detection
import time:      1241 |       1241 |           transformers.loss.loss_rt_detr
import time:       852 |     475827 |         transformers.loss.loss_d_fine
import time:       762 |        762 |         transformers.loss.loss_deformable_detr
import time:       723 |        723 |         transformers.loss.loss_grounding_dino
import time:      1057 |     479195 |       transformers.loss.loss_utils
import time:      5000 |       5000 |           transformers.utils.quantization_config
import time:       789 |        789 |             transformers.quantizers.quantizers_utils
import time:      1267 |       2056 |           transformers.quantizers.base
import time:      1281 |       1281 |           transformers.quantizers.quantizer_aqlm
import time:       684 |        684 |           transformers.quantizers.quantizer_auto_round
import time:       669 |        669 |           transformers.quantizers.quantizer_awq
import time:       673 |        673 |           transformers.quantizers.quantizer_bitnet
import time:       811 |        811 |           transformers.quantizers.quantizer_bnb_4bit
import time:       770 |        770 |           transformers.quantizers.quantizer_bnb_8bit
import time:       960 |        960 |           transformers.quantizers.quantizer_compressed_tensors
import time:       755 |        755 |           transformers.quantizers.quantizer_eetq
import time:       715 |        715 |           transformers.quantizers.quantizer_fbgemm_fp8
import time:       707 |        707 |           transformers.quantizers.quantizer_finegrained_fp8
import time:       736 |        736 |           transformers.quantizers.quantizer_fp_quant
import time:       659 |        659 |           transformers.quantizers.quantizer_gptq
import time:       729 |        729 |           transformers.quantizers.quantizer_higgs
import time:      1329 |       1329 |           transformers.quantizers.quantizer_hqq
import time:       699 |        699 |           transformers.quantizers.quantizer_mxfp4
import time:       696 |        696 |           transformers.quantizers.quantizer_quanto
import time:       665 |        665 |             transformers.file_utils
import time:       710 |       1374 |           transformers.quantizers.quantizer_quark
import time:      1185 |       1185 |           transformers.quantizers.quantizer_spqr
import time:       701 |        701 |           transformers.quantizers.quantizer_torchao
import time:       686 |        686 |           transformers.quantizers.quantizer_vptq
import time:      1308 |      25173 |         transformers.quantizers.auto
import time:       657 |      25830 |       transformers.quantizers
import time:       829 |        829 |       transformers.safetensors_conversion
import time:      2028 |       2028 |         transformers.trainer_utils
import time:       806 |        806 |           transformers.debug_utils
import time:      2011 |       2011 |           transformers.trainer_pt_utils
import time:      7399 |      10215 |         transformers.training_args
import time:      1229 |       1229 |             sentence_transformers.sampler
import time:      4648 |       5876 |           sentence_transformers.training_args
import time:       845 |       6720 |         sentence_transformers.cross_encoder.training_args
import time:       644 |        644 |                   sentence_transformers.readers.InputExample
import time:       577 |        577 |                   sentence_transformers.readers.LabelSentenceReader
import time:       628 |        628 |                   sentence_transformers.readers.NLIDataReader
import time:       636 |        636 |                   sentence_transformers.readers.STSDataReader
import time:       647 |        647 |                   sentence_transformers.readers.TripletReader
import time:       626 |       3755 |                 sentence_transformers.readers
import time:        27 |       3782 |               sentence_transformers.readers.InputExample
import time:      1151 |       4933 |             sentence_transformers.datasets.DenoisingAutoEncoderDataset
import time:       663 |        663 |             sentence_transformers.datasets.NoDuplicatesDataLoader
import time:       719 |        719 |                         sentence_transformers.models.Module
import time:       592 |       1311 |                       sentence_transformers.models.InputModule
import time:       746 |        746 |                           sentence_transformers.models.tokenizer.WordTokenizer
import time:       775 |       1520 |                         sentence_transformers.models.tokenizer.PhraseTokenizer
import time:       648 |        648 |                         sentence_transformers.models.tokenizer.WhitespaceTokenizer
import time:       674 |       2841 |                       sentence_transformers.models.tokenizer
import time:      1004 |       5155 |                     sentence_transformers.models.BoW
import time:       689 |        689 |                       sentence_transformers.models.Router
import time:       661 |       1350 |                     sentence_transformers.models.CLIPModel
import time:       642 |        642 |                     sentence_transformers.models.CNN
import time:       687 |        687 |                     sentence_transformers.models.Dense
import time:       850 |        850 |                     sentence_transformers.models.Dropout
import time:       663 |        663 |                     sentence_transformers.models.LayerNorm
import time:       628 |        628 |                     sentence_transformers.models.LSTM
import time:       596 |        596 |                     sentence_transformers.models.Normalize
import time:       678 |        678 |                     sentence_transformers.models.Pooling
import time:       744 |        744 |                     sentence_transformers.models.StaticEmbedding
import time:       563 |        563 |                       transformers.onnx
import time:       741 |        741 |                       transformers.onnx.utils
import time:     10946 |      12249 |                     sentence_transformers.models.Transformer
import time:       727 |        727 |                     sentence_transformers.models.WeightedLayerPooling
import time:       714 |        714 |                     sentence_transformers.models.WordEmbeddings
import time:       601 |        601 |                     sentence_transformers.models.WordWeights
import time:      1124 |      27400 |                   sentence_transformers.models
import time:      6621 |      34021 |                 sentence_transformers.model_card
import time:       815 |        815 |                 sentence_transformers.similarity_functions
import time:       619 |        619 |                     sentence_transformers.evaluation.SentenceEvaluator
import time:      1091 |       1710 |                   sentence_transformers.evaluation.BinaryClassificationEvaluator
import time:       672 |        672 |                   sentence_transformers.evaluation.EmbeddingSimilarityEvaluator
import time:       664 |        664 |                   sentence_transformers.evaluation.InformationRetrievalEvaluator
import time:       593 |        593 |                   sentence_transformers.evaluation.LabelAccuracyEvaluator
import time:       600 |        600 |                   sentence_transformers.evaluation.MSEEvaluator
import time:       597 |        597 |                   sentence_transformers.evaluation.MSEEvaluatorFromDataFrame
import time:       762 |        762 |                   sentence_transformers.evaluation.NanoBEIREvaluator
import time:       651 |        651 |                   sentence_transformers.evaluation.ParaphraseMiningEvaluator
import time:       682 |        682 |                   sentence_transformers.evaluation.RerankingEvaluator
import time:       585 |        585 |                   sentence_transformers.evaluation.SequentialEvaluator
import time:       540 |        540 |                   sentence_transformers.evaluation.SimilarityFunction
import time:       647 |        647 |                   sentence_transformers.evaluation.TranslationEvaluator
import time:       748 |        748 |                   sentence_transformers.evaluation.TripletEvaluator
import time:       759 |      10205 |                 sentence_transformers.evaluation
import time:       648 |        648 |                   sentence_transformers.datasets.SentenceLabelDataset
import time:       567 |        567 |                   sentence_transformers.model_card_templates
import time:      1454 |       2668 |                 sentence_transformers.fit_mixin
import time:       626 |        626 |                 sentence_transformers.peft_mixin
import time:       608 |        608 |                 sentence_transformers.quantization
import time:      1227 |      50168 |               sentence_transformers.SentenceTransformer
import time:       947 |      51115 |             sentence_transformers.datasets.ParallelSentencesDataset
import time:       613 |        613 |             sentence_transformers.datasets.SentencesDataset
import time:      1065 |      58386 |           sentence_transformers.datasets
import time:        28 |      58413 |         sentence_transformers.datasets.NoDuplicatesDataLoader
import time:      3373 |      80748 |       sentence_transformers.cross_encoder.fit_mixin
import time:      2069 |       2069 |       sentence_transformers.cross_encoder.model_card
import time:       626 |        626 |       sentence_transformers.cross_encoder.util
import time:    765745 |    2590697 |     sentence_transformers.cross_encoder.CrossEncoder
import time:      4034 |       4034 |             transformers.models.bert
import time:      5504 |       9538 |           transformers.data.data_collator
import time:       906 |        906 |           transformers.data.metrics
import time:      1457 |       1457 |               transformers.data.processors.utils
import time:      1276 |       2733 |             transformers.data.processors.glue
import time:       951 |        951 |             transformers.data.processors.squad
import time:       612 |        612 |             transformers.data.processors.xnli
import time:       761 |       5055 |           transformers.data.processors
import time:       629 |      16127 |         transformers.data
import time:        17 |      16144 |       transformers.data.data_collator
import time:      1813 |       1813 |         sentence_transformers.data_collator
import time:      1009 |       2822 |       sentence_transformers.cross_encoder.data_collator
import time:       857 |        857 |         sentence_transformers.cross_encoder.losses.BinaryCrossEntropyLoss
import time:       772 |        772 |           sentence_transformers.cross_encoder.losses.MultipleNegativesRankingLoss
import time:       762 |       1534 |         sentence_transformers.cross_encoder.losses.CachedMultipleNegativesRankingLoss
import time:       645 |        645 |         sentence_transformers.cross_encoder.losses.CrossEntropyLoss
import time:       855 |        855 |         sentence_transformers.cross_encoder.losses.LambdaLoss
import time:       661 |        661 |           sentence_transformers.cross_encoder.losses.PListMLELoss
import time:       698 |       1358 |         sentence_transformers.cross_encoder.losses.ListMLELoss
import time:       696 |        696 |         sentence_transformers.cross_encoder.losses.ListNetLoss
import time:       762 |        762 |         sentence_transformers.cross_encoder.losses.MarginMSELoss
import time:       681 |        681 |         sentence_transformers.cross_encoder.losses.MSELoss
import time:       661 |        661 |         sentence_transformers.cross_encoder.losses.RankNetLoss
import time:       992 |       9035 |       sentence_transformers.cross_encoder.losses
import time:       855 |        855 |           transformers.feature_extraction_utils
import time:       776 |       1631 |         transformers.feature_extraction_sequence_utils
import time:       882 |        882 |         transformers.hyperparameter_search
import time:       941 |        941 |           transformers.image_processing_base
import time:       851 |       1792 |         transformers.image_processing_utils
import time:       648 |        648 |         transformers.integrations.tpu
import time:       954 |        954 |         transformers.optimization
import time:      1044 |       1044 |           transformers.audio_utils
import time:      1633 |       1633 |           transformers.video_utils
import time:       835 |        835 |           transformers.utils.deprecation
import time:      7628 |      11140 |         transformers.processing_utils
import time:       819 |        819 |                   peft.import_utils
import time:       934 |       1752 |                 peft.utils.integrations
import time:       825 |        825 |                 peft.utils.loftq_utils
import time:      1085 |       1085 |                     transformers.modeling_attn_mask_utils
import time:     14051 |      14051 |                       transformers.modeling_outputs
import time:      5668 |      19719 |                     transformers.modeling_layers
import time:      1877 |       1877 |                     transformers.models.bloom.configuration_bloom
import time:     15863 |      38543 |                   peft.utils.constants
import time:      1372 |      39915 |                 peft.utils.other
import time:      1218 |       1218 |                 peft.utils.peft_types
import time:       505 |        505 |                   peft.mapping
import time:       877 |       1382 |                 peft.utils.save_and_load
import time:       575 |      45665 |               peft.utils
import time:      1830 |      47495 |             peft.config
import time:      1259 |       1259 |                 fsspec.caching
import time:       730 |        730 |                 fsspec._version
import time:       744 |        744 |                 fsspec.callbacks
import time:       680 |        680 |                   fsspec.utils
import time:       721 |        721 |                     fsspec.config
import time:       659 |        659 |                     fsspec.dircache
import time:       627 |        627 |                     fsspec.transaction
import time:      1026 |       3032 |                   fsspec.spec
import time:       317 |        317 |                   isal
import time:       253 |        253 |                   lzmaffi
import time:       257 |        257 |                   snappy
import time:       253 |        253 |                     lz4
import time:        18 |        271 |                   lz4.frame
import time:       244 |        244 |                     compression
import time:        18 |        261 |                   compression.zstd
import time:       258 |        258 |                   zstandard
import time:       753 |       6078 |                 fsspec.compression
import time:       623 |        623 |                   fsspec.registry
import time:       817 |       1439 |                 fsspec.core
import time:       610 |        610 |                 fsspec.exceptions
import time:       696 |        696 |                 fsspec.mapping
import time:      4848 |      16400 |               fsspec
import time:      2926 |       2926 |                         peft.tuners.lora.config
import time:       525 |        525 |                             peft.tuners._buffer_dict
import time:      1080 |       1604 |                           peft.tuners.tuners_utils
import time:       692 |        692 |                           peft.utils.incremental_pca
import time:      1071 |       1071 |                           peft.tuners.lora.layer
import time:      1481 |       4847 |                         peft.tuners.lora.eva
import time:      1024 |       1024 |                         peft.tuners.lora.gptq
import time:       868 |        868 |                           peft.utils.merge_utils
import time:      1149 |       1149 |                           peft.tuners.lora.aqlm
import time:       654 |        654 |                           peft.tuners.lora.awq
import time:       920 |        920 |                           peft.tuners.lora.eetq
import time:       909 |        909 |                           peft.tuners.lora.hqq
import time:       853 |        853 |                           peft.tuners.lora.inc
import time:       690 |        690 |                           peft.tuners.lora.torchao
import time:       689 |        689 |                           peft.tuners.lora.tp_layer
import time:      1796 |       8525 |                         peft.tuners.lora.model
import time:       606 |      17926 |                       peft.tuners.lora
import time:      1848 |      19773 |                     peft.tuners.adalora.config
import time:       700 |        700 |                       peft.tuners.adalora.layer
import time:       753 |       1453 |                     peft.tuners.adalora.gptq
import time:       711 |        711 |                     peft.tuners.adalora.model
import time:       784 |      22719 |                   peft.tuners.adalora
import time:       513 |        513 |                       peft.tuners.adaption_prompt.utils
import time:     84978 |      85490 |                     peft.tuners.adaption_prompt.config
import time:      1063 |       1063 |                     peft.tuners.adaption_prompt.layer
import time:       591 |        591 |                     peft.tuners.adaption_prompt.model
import time:       698 |      87841 |                   peft.tuners.adaption_prompt
import time:      1351 |       1351 |                     peft.tuners.boft.config
import time:       838 |        838 |                     peft.tuners.boft.layer
import time:       649 |        649 |                     peft.tuners.boft.model
import time:       629 |       3465 |                   peft.tuners.boft
import time:      1357 |       1357 |                     peft.tuners.bone.config
import time:       787 |        787 |                     peft.tuners.bone.layer
import time:       638 |        638 |                     peft.tuners.bone.model
import time:       624 |       3405 |                   peft.tuners.bone
import time:      1557 |       1557 |                     peft.tuners.c3a.config
import time:       638 |        638 |                       peft.tuners.c3a.utils
import time:       942 |       1580 |                     peft.tuners.c3a.layer
import time:       826 |        826 |                     peft.tuners.c3a.model
import time:       665 |       4628 |                   peft.tuners.c3a
import time:      1779 |       1779 |                     peft.tuners.cpt.config
import time:       990 |        990 |                     peft.tuners.cpt.model
import time:       784 |       3552 |                   peft.tuners.cpt
import time:      1527 |       1527 |                     peft.tuners.fourierft.config
import time:       836 |        836 |                     peft.tuners.fourierft.layer
import time:       901 |        901 |                     peft.tuners.fourierft.model
import time:       912 |       4175 |                   peft.tuners.fourierft
import time:      1378 |       1378 |                     peft.tuners.hra.config
import time:       835 |        835 |                     peft.tuners.hra.layer
import time:       761 |        761 |                     peft.tuners.hra.model
import time:       810 |       3783 |                   peft.tuners.hra
import time:      1800 |       1800 |                     peft.tuners.ia3.config
import time:       865 |        865 |                     peft.tuners.ia3.layer
import time:       862 |        862 |                     peft.tuners.ia3.model
import time:       759 |       4285 |                   peft.tuners.ia3
import time:      1193 |       1193 |                     peft.tuners.ln_tuning.config
import time:       605 |        605 |                       peft.tuners.ln_tuning.layer
import time:       753 |       1358 |                     peft.tuners.ln_tuning.model
import time:       743 |       3293 |                   peft.tuners.ln_tuning
import time:      1324 |       1324 |                       peft.tuners.lycoris_utils
import time:      1500 |       2823 |                     peft.tuners.loha.config
import time:      1145 |       1145 |                     peft.tuners.loha.layer
import time:       757 |        757 |                     peft.tuners.loha.model
import time:       771 |       5496 |                   peft.tuners.loha
import time:      1689 |       1689 |                     peft.tuners.lokr.config
import time:       945 |        945 |                     peft.tuners.lokr.layer
import time:       870 |        870 |                     peft.tuners.lokr.model
import time:       740 |       4243 |                   peft.tuners.lokr
import time:      1636 |       1636 |                     peft.tuners.miss.config
import time:       860 |        860 |                     peft.tuners.miss.layer
import time:       840 |        840 |                     peft.tuners.miss.model
import time:       872 |       4206 |                   peft.tuners.miss
import time:      1626 |       1626 |                         peft.tuners.oft.config
import time:       841 |        841 |                           peft.tuners.oft.layer
import time:       799 |       1640 |                         peft.tuners.oft.gptq
import time:       572 |        572 |                           peft.tuners.oft.aqlm
import time:       607 |        607 |                           peft.tuners.oft.awq
import time:       631 |        631 |                           peft.tuners.oft.eetq
import time:       898 |        898 |                           peft.tuners.oft.hqq
import time:       974 |        974 |                           peft.tuners.oft.inc
import time:       890 |       4570 |                         peft.tuners.oft.model
import time:       757 |       8592 |                       peft.tuners.oft
import time:       619 |        619 |                           peft.tuners.shira.mask_functions
import time:      1556 |       2175 |                         peft.tuners.shira.config
import time:       983 |        983 |                         peft.tuners.shira.layer
import time:       969 |        969 |                         peft.tuners.shira.model
import time:       993 |       5119 |                       peft.tuners.shira
import time:      1044 |      14755 |                     peft.tuners.mixed.model
import time:       678 |      15432 |                   peft.tuners.mixed
import time:      1760 |       1760 |                         peft.tuners.prompt_tuning.config
import time:       699 |        699 |                         peft.tuners.prompt_tuning.model
import time:       534 |       2991 |                       peft.tuners.prompt_tuning
import time:      1682 |       4673 |                     peft.tuners.multitask_prompt_tuning.config
import time:       721 |        721 |                     peft.tuners.multitask_prompt_tuning.model
import time:       780 |       6173 |                   peft.tuners.multitask_prompt_tuning
import time:      1469 |       1469 |                     peft.tuners.p_tuning.config
import time:       660 |        660 |                     peft.tuners.p_tuning.model
import time:       612 |       2741 |                   peft.tuners.p_tuning
import time:      1797 |       1797 |                     peft.tuners.poly.config
import time:       523 |        523 |                       peft.tuners.poly.router
import time:       762 |       1284 |                     peft.tuners.poly.layer
import time:       708 |        708 |                     peft.tuners.poly.model
import time:       886 |       4674 |                   peft.tuners.poly
import time:      1421 |       1421 |                     peft.tuners.prefix_tuning.config
import time:       613 |        613 |                     peft.tuners.prefix_tuning.model
import time:       705 |       2738 |                   peft.tuners.prefix_tuning
import time:      1488 |       1488 |                     peft.tuners.randlora.config
import time:       914 |        914 |                     peft.tuners.randlora.layer
import time:       898 |        898 |                     peft.tuners.randlora.model
import time:       668 |       3966 |                   peft.tuners.randlora
import time:      1225 |       1225 |                     peft.tuners.trainable_tokens.config
import time:       811 |        811 |                     peft.tuners.trainable_tokens.layer
import time:       713 |        713 |                     peft.tuners.trainable_tokens.model
import time:       764 |       3512 |                   peft.tuners.trainable_tokens
import time:      1526 |       1526 |                     peft.tuners.vblora.config
import time:      1209 |       1209 |                     peft.tuners.vblora.layer
import time:      1016 |       1016 |                     peft.tuners.vblora.model
import time:       686 |       4436 |                   peft.tuners.vblora
import time:      1467 |       1467 |                     peft.tuners.vera.config
import time:       984 |        984 |                     peft.tuners.vera.layer
import time:       812 |        812 |                     peft.tuners.vera.model
import time:       774 |       4036 |                   peft.tuners.vera
import time:      1534 |       1534 |                     peft.tuners.xlora.config
import time:       766 |        766 |                       peft.tuners.xlora.classifier
import time:       794 |        794 |                       peft.tuners.xlora.layer
import time:       884 |       2443 |                     peft.tuners.xlora.model
import time:       830 |       4805 |                   peft.tuners.xlora
import time:       923 |     208516 |                 peft.tuners
import time:        18 |     208533 |               peft.tuners.tuners_utils
import time:      5698 |     230630 |             peft.peft_model
import time:      1181 |     279305 |           peft.auto
import time:       762 |        762 |             peft.mixed_model
import time:       995 |       1756 |           peft.mapping_func
import time:      1200 |     282260 |         peft
import time:       892 |        892 |             sentence_transformers.losses.CoSENTLoss
import time:       928 |        928 |               sentence_transformers.losses.CachedGISTEmbedLoss
import time:       944 |        944 |               sentence_transformers.losses.CachedMultipleNegativesRankingLoss
import time:       891 |        891 |               sentence_transformers.losses.CachedMultipleNegativesSymmetricRankingLoss
import time:       836 |       3597 |             sentence_transformers.losses.AdaptiveLayerLoss
import time:       684 |        684 |             sentence_transformers.losses.AnglELoss
import time:      1471 |       1471 |               sentence_transformers.losses.BatchHardTripletLoss
import time:       621 |       2092 |             sentence_transformers.losses.BatchAllTripletLoss
import time:       983 |        983 |             sentence_transformers.losses.BatchHardSoftMarginTripletLoss
import time:       729 |        729 |             sentence_transformers.losses.BatchSemiHardTripletLoss
import time:       745 |        745 |             sentence_transformers.losses.ContrastiveLoss
import time:       738 |        738 |             sentence_transformers.losses.ContrastiveTensionLoss
import time:       730 |        730 |             sentence_transformers.losses.CosineSimilarityLoss
import time:       790 |        790 |             sentence_transformers.losses.DenoisingAutoEncoderLoss
import time:       692 |        692 |             sentence_transformers.losses.DistillKLDivLoss
import time:       776 |        776 |             sentence_transformers.losses.GISTEmbedLoss
import time:       977 |        977 |             sentence_transformers.losses.MarginMSELoss
import time:       960 |        960 |               sentence_transformers.losses.MatryoshkaLoss
import time:       784 |       1744 |             sentence_transformers.losses.Matryoshka2dLoss
import time:       859 |        859 |             sentence_transformers.losses.MegaBatchMarginLoss
import time:       837 |        837 |             sentence_transformers.losses.MSELoss
import time:       745 |        745 |             sentence_transformers.losses.MultipleNegativesRankingLoss
import time:       847 |        847 |             sentence_transformers.losses.MultipleNegativesSymmetricRankingLoss
import time:       820 |        820 |             sentence_transformers.losses.OnlineContrastiveLoss
import time:       876 |        876 |             sentence_transformers.losses.SoftmaxLoss
import time:       857 |        857 |             sentence_transformers.losses.TripletLoss
import time:      1333 |      23334 |           sentence_transformers.losses
import time:        31 |      23364 |         sentence_transformers.losses.CoSENTLoss
import time:      5232 |     327899 |       sentence_transformers.trainer
import time:      1307 |     357205 |     sentence_transformers.cross_encoder.trainer
import time:       972 |    2948873 |   sentence_transformers.cross_encoder
import time:       856 |        856 |   sentence_transformers.LoggingHandler
import time:       945 |        945 |         sentence_transformers.sparse_encoder.models.MLMTransformer
import time:       855 |        855 |         sentence_transformers.sparse_encoder.models.SparseAutoEncoder
import time:      1032 |       1032 |         sentence_transformers.sparse_encoder.models.SparseStaticEmbedding
import time:       874 |        874 |         sentence_transformers.sparse_encoder.models.SpladePooling
import time:       705 |       4408 |       sentence_transformers.sparse_encoder.models
import time:      1747 |       6155 |     sentence_transformers.sparse_encoder.model_card
import time:      1216 |       1216 |     sentence_transformers.sparse_encoder.SparseEncoder
import time:       574 |        574 |                   sentence_transformers.sparse_encoder.losses.SparseMultipleNegativesRankingLoss
import time:       772 |       1345 |                 sentence_transformers.sparse_encoder.losses.CSRLoss
import time:       698 |        698 |                 sentence_transformers.sparse_encoder.losses.FlopsLoss
import time:       630 |        630 |                   sentence_transformers.sparse_encoder.losses.SparseCoSENTLoss
import time:       618 |       1248 |                 sentence_transformers.sparse_encoder.losses.SparseAnglELoss
import time:       844 |        844 |                 sentence_transformers.sparse_encoder.losses.SparseCosineSimilarityLoss
import time:       780 |        780 |                 sentence_transformers.sparse_encoder.losses.SparseDistillKLDivLoss
